"CountryName","SurveyId","FP_DISR_W_PRG","CharacteristicCategory","CharacteristicLabel","FP_DISR_W_DES","FP_DISR_W_FRT","FP_DISR_W_SID","FP_DISR_W_WME","FP_DISR_W_MET","FP_DISR_W_OTH","FP_DISR_W_ANY","FP_DISR_W_SWH","FP_DISR_W_NUM"
"Colombia","CO2005DHS",14.1,"Contraceptive method","Other modern methods",3.7,5.9,4.8,14,16.9,1.4,60.5,30.8,419
"Colombia","CO2005DHS",17.5,"Contraceptive method","Periodic abstinence",4.5,5.9,0.2,12,5.1,0.5,45.6,13.5,2395
"Colombia","CO2005DHS",15.7,"Contraceptive method","Withdrawal",3.3,7.1,0.4,16.8,2.2,2.8,48.3,20.6,3445
"Colombia","CO2005DHS",18.4,"Contraceptive method","Other traditional methods",1.7,7.8,2.8,18.4,3.5,4.7,57.5,23.6,410
"Colombia","CO2010DHS",4.6,"Total","Total",3.3,8.9,9.6,6.9,4.8,3.2,41.4,16.1,39008
"Colombia","CO2010DHS",0,"Contraceptive method","Female sterilization",0,0,0,0,0,0,0,0,4370
"Colombia","CO2010DHS",1.3,"Contraceptive method","Male sterilization",0,1.2,0,0.5,0,1,4,1.3,527
"Colombia","CO2010DHS",5,"Contraceptive method","Pill",4.6,6.9,18.3,3.1,7.5,2.7,48,17.6,6845
"Colombia","CO2010DHS",2.8,"Contraceptive method","IUD",1.4,0.3,13.5,0.6,0.3,1.1,19.9,9.8,2401
"Colombia","CO2010DHS",3.9,"Contraceptive method","Injectables",3.6,6.3,21.5,5.3,5.4,2.8,48.6,21.5,9102
"Colombia","CO2010DHS",0.2,"Contraceptive method","Implants",0.5,0,4.4,0.2,0,0.4,5.7,3.1,1436
"Colombia","CO2010DHS",3.6,"Contraceptive method","Condom",4.1,20.9,1.5,12.3,7.3,6.1,55.8,19.9,9149
"Colombia","CO2010DHS",13.4,"Contraceptive method","Female condom",0.7,1.6,1.9,29.9,9,14,70.5,40.3,435
"Colombia","CO2010DHS",6,"Contraceptive method","Other modern methods",6,12.5,6.3,14.5,18.1,11.4,74.6,31.5,147
"Colombia","CO2010DHS",16.8,"Contraceptive method","Periodic abstinence",6.3,8.5,1,12.6,2.7,1.3,49.3,14.9,1483
"Colombia","CO2010DHS",11.4,"Contraceptive method","Withdrawal",4.6,12.6,0.3,16.9,2.6,3,51.5,18.6,2851
"Colombia","CO2010DHS",15.3,"Contraceptive method","Other traditional methods",4.9,2.2,1.5,10,6.7,6.8,47.3,14.7,263
"Colombia","CO2015DHS",3.6,"Total","Total",2.9,7,9.9,6.7,4.2,2.7,36.9,15.3,25790
"Colombia","CO2015DHS",0,"Contraceptive method","Female sterilization",0,0,0,0,0,0,0,0,3026
"Colombia","CO2015DHS",0,"Contraceptive method","Male sterilization",0,1.7,0,0,0,0.6,2.3,0.7,281
"Colombia","CO2015DHS",5.3,"Contraceptive method","Pill",4.6,6.6,16.7,3.6,5.6,2,44.5,15.3,3775
"Colombia","CO2015DHS",2.8,"Contraceptive method","IUD",1.6,0.3,10.7,0.3,0.9,1.9,18.3,7.1,944
"Colombia","CO2015DHS",3.6,"Contraceptive method","Injectables",4,5.9,14.3,3.8,5.4,2,38.9,13.2,5595
"Colombia","CO2015DHS",0.6,"Contraceptive method","Implants",0.5,0.3,5.5,0.2,0,0.3,7.6,3.1,1980
"Colombia","CO2015DHS",3.5,"Contraceptive method","Condom",4,18.7,1.8,13,5.1,5.1,51.3,18.3,4814
"Colombia","CO2015DHS",6.8,"Contraceptive method","Lactational amenorrhea",0,6,1.9,37.3,5.2,11.3,68.4,45.1,134
"Colombia","CO2015DHS",2.4,"Contraceptive method","Other modern methods",1.8,3.3,24.2,14.6,8.6,5.6,60.4,39.9,3335
"Colombia","CO2015DHS",14.2,"Contraceptive method","Periodic abstinence",6.4,5.1,2.2,7.5,0.7,0.7,36.8,9.9,623
"Colombia","CO2015DHS",10.8,"Contraceptive method","Withdrawal",2.4,12.7,0.3,15.1,0.6,1.9,43.7,16.4,1212
"Colombia","CO2015DHS",11.9,"Contraceptive method","Other traditional methods",5.9,4,2.5,3.1,10.5,7.6,45.3,3.1,70
"Dominican Republic","DR1991DHS",8.2,"Total","Total",10.1,5,13,4,3.7,8.5,52.5,11.5,4048
"Dominican Republic","DR1991DHS",0,"Contraceptive method","Female sterilization",0,0,0,0,0,0,0,0,800
"Dominican Republic","DR1991DHS",6.5,"Contraceptive method","Pill",14.1,7.7,24.2,1,2.2,7.7,63.4,8,1757
"Dominican Republic","DR1991DHS",1.1,"Contraceptive method","IUD",4,0.2,26.9,0,0.7,4.7,37.6,19.5,222
"Dominican Republic","DR1991DHS",7.6,"Contraceptive method","Condom",9.7,8.3,4.6,9.7,21.4,17.8,79.1,28.3,321
"Dominican Republic","DR1991DHS",8.3,"Contraceptive method","Other modern methods",7.4,6.4,19.6,6.4,7.7,35.6,91.5,32.7,84
"Dominican Republic","DR1991DHS",21.6,"Contraceptive method","Periodic abstinence",15.5,2.3,0.1,10.7,2.1,9.4,61.8,16.8,405
"Dominican Republic","DR1991DHS",21.7,"Contraceptive method","Withdrawal",11.6,5.2,1.4,13.7,4.6,18,76.1,22,388
"Dominican Republic","DR1991DHS",14.8,"Contraceptive method","Other traditional methods",16.6,12.2,12.5,8.5,6.7,18.7,90,14.1,72
"Dominican Republic","DR1996DHS",8.1,"Total","Total",7.8,6.1,13.8,5,2.8,10.1,53.7,15,5596
"Dominican Republic","DR1996DHS",0,"Contraceptive method","Female sterilization",0,0,0,0,0,0,0,0,905
"Dominican Republic","DR1996DHS",7,"Contraceptive method","Pill",10.3,9,24.9,0.7,1.9,5.4,59.2,9.7,2363
"Dominican Republic","DR1996DHS",3.8,"Contraceptive method","IUD",2.3,1.9,21.1,0.2,0,3.3,32.7,13,297
"Dominican Republic","DR1996DHS",7.1,"Contraceptive method","Condom",9.3,10.3,2.4,16.6,12.4,24.7,82.8,35.3,535
"Dominican Republic","DR1996DHS",9.6,"Contraceptive method","Other modern methods",1.6,0.6,31.7,10,1.4,18.2,73,36.5,346
"Dominican Republic","DR1996DHS",24.7,"Contraceptive method","Periodic abstinence",15.8,4.4,0,11.4,2.8,10.2,69.3,19.5,505
"Dominican Republic","DR1996DHS",16.9,"Contraceptive method","Withdrawal",9.7,6.8,0,13.8,3.7,18.9,69.8,21.9,528
"Dominican Republic","DR1996DHS",10.9,"Contraceptive method","Other traditional methods",2.4,1.5,8.1,11.8,2.5,33.7,71.1,28.2,116
"Dominican Republic","DR1999DHS",6.3,"Total","Total",6.4,8,15.7,4.4,3.1,10.8,54.8,16.5,935
"Dominican Republic","DR1999DHS",3.2,"Contraceptive method","Pill",7.8,11.2,26.2,1.9,1.6,8.6,60.4,13.3,407
"Dominican Republic","DR1999DHS",0,"Contraceptive method","Other modern methods",0.1,0,99.2,0.4,0.1,0.2,100,0.9,333
"Dominican Republic","DR1999DHS",6.1,"Contraceptive method","Other traditional methods",0,0.4,10.8,0,0,21.1,38.5,0,194
"Dominican Republic","DR2002DHS",6.1,"Total","Total",5.8,5.5,13.1,4.4,4.1,8.5,47.5,13.5,15581
"Dominican Republic","DR2002DHS",0,"Contraceptive method","Female sterilization",0,0,0,0,0,0,0,0,2527
"Dominican Republic","DR2002DHS",6.9,"Contraceptive method","Pill",8.5,6.5,20.8,1.3,2.7,4.9,51.7,8.5,6781
"Dominican Republic","DR2002DHS",2,"Contraceptive method","IUD",2,0.8,13.8,0.3,4,4.1,27.2,8.8,733
"Dominican Republic","DR2002DHS",4.6,"Contraceptive method","Injectables",4.9,6.2,34.8,2.3,5.9,8.3,67,19.9,1150
"Dominican Republic","DR2002DHS",2.9,"Contraceptive method","Condom",5.9,16,2.3,8.9,11.4,20,67.4,26.7,1129
"Dominican Republic","DR2002DHS",6.1,"Contraceptive method","Lactational amenorrhea",0.7,0.4,3.2,14.8,15.1,49.8,90.2,50.7,471
"Dominican Republic","DR2002DHS",23.5,"Contraceptive method","Other modern methods",0,23.6,2.6,5.8,10.4,14.6,80.4,19.1,206
"Dominican Republic","DR2002DHS",18.7,"Contraceptive method","Periodic abstinence",9.8,5.6,0.6,11.9,3.4,4.5,54.4,16.3,854
"Dominican Republic","DR2002DHS",12.7,"Contraceptive method","Withdrawal",7,8.7,0.5,17.5,7.2,11.1,64.7,26.7,1031
"Dominican Republic","DR2002DHS",6.7,"Contraceptive method","Other traditional methods",2.5,1.3,4.8,13.9,7.3,33.3,69.8,35.4,701
"Egypt","EG1992DHS",5.7,"Total","Total",3.6,3.4,12.5,1.9,0.9,1,28.9,8.3,6942
"Egypt","EG1992DHS",8.7,"Contraceptive method","Pill",4.9,6,19.5,1.2,0.3,1.3,41.8,9.2,2685
"Egypt","EG1992DHS",1.5,"Contraceptive method","IUD",2.3,0.5,7.6,0.2,0.2,0.1,12.5,3.7,3101
"Egypt","EG1992DHS",4.5,"Contraceptive method","Condom",6.4,5.6,10.4,12.6,5.5,2.8,47.8,25.4,334
"Egypt","EG1992DHS",21.6,"Contraceptive method","Other modern methods",2.9,13.4,21.5,4.3,5,2.7,71.5,16.2,267
"Egypt","EG1992DHS",19.4,"Contraceptive method","Periodic abstinence",5.9,3.8,2.1,6.8,1.9,0.9,40.8,10.1,141
"Egypt","EG1992DHS",9.8,"Contraceptive method","Other traditional methods",1.4,3.3,0.7,8.4,1,2.9,27.5,13.2,414
"Egypt","EG1995DHS",3.8,"Total","Total",4.2,3.7,12.2,2.2,0.9,2.8,29.8,9.3,9938
"Egypt","EG1995DHS",6.3,"Contraceptive method","Pill",6.9,7.9,20.1,1.6,0.7,2.7,46.2,11,3212
"Egypt","EG1995DHS",1.3,"Contraceptive method","IUD",2.7,1.1,8.3,0,0.1,0.5,14.2,4.4,4955
"Egypt","EG1995DHS",0.6,"Contraceptive method","Injectables",2.2,5.9,29,3.1,4.9,6.4,52.1,20.1,491
"Egypt","EG1995DHS",10.4,"Contraceptive method","Condom",5.8,2.5,3.2,14,3.8,15.9,55.7,26.7,406
"Egypt","EG1995DHS",28.2,"Contraceptive method","Other modern methods",2.9,6.2,6.2,9.4,1.4,4.4,58.6,16.1,129
"Egypt","EG1995DHS",15.5,"Contraceptive method","Periodic abstinence",6.5,3.7,0.3,9.2,2.6,8,45.8,20.6,140
"Egypt","EG1995DHS",4.5,"Contraceptive method","Other traditional methods",0.5,0,0.3,12.8,3.1,8.5,29.7,17.7,606
"Egypt","EG2000DHS",3,"Total","Total",4.2,3.1,14.1,2,1.2,1.9,29.5,10.3,10556
"Egypt","EG2000DHS",6.1,"Contraceptive method","Pill",7.5,8.1,21.1,2.7,0.9,2.1,48.4,13.9,2480
"Egypt","EG2000DHS",1,"Contraceptive method","IUD",3.1,0.8,8.6,0.1,0,0.5,14.2,4.7,5451
"Egypt","EG2000DHS",0.8,"Contraceptive method","Injectables",3.6,4.3,33.8,1.4,1.2,3.2,48.4,18.1,1456
"Egypt","EG2000DHS",13,"Contraceptive method","Condom",5,8.2,4.1,15.6,2.6,4,52.5,21.9,193
"Egypt","EG2000DHS",24.9,"Contraceptive method","Other modern methods",1,0,9.8,16.6,5,1.8,59.1,23.8,175
"Egypt","EG2000DHS",6,"Contraceptive method","Other traditional methods",1.2,0.1,0.3,10.6,11.9,10,40.1,23.9,801
"Egypt","EG2003DHS",3.1,"Total","Total",4.3,3.2,12,2.1,3.1,0.6,28.5,11.7,6942
"Egypt","EG2003DHS",5.7,"Contraceptive method","Pill",7.5,9.2,17.3,2.7,2.3,0.9,45.5,16.3,1576
"Egypt","EG2003DHS",1.4,"Contraceptive method","IUD",3.3,0.6,8,0,0.3,0,13.7,4.8,3239
"Egypt","EG2003DHS",0.3,"Contraceptive method","Injectables",5,4.6,26.9,1.2,1.9,0.6,40.5,18.5,1097
"Egypt","EG2003DHS",45.9,"Contraceptive method","Other modern methods",0,0,0,0.1,4.2,21,71.2,25.3,208
"Egypt","EG2003DHS",7.8,"Contraceptive method","Other traditional methods",1.3,0.6,0.5,8.7,21.1,0.5,40.5,21.6,823
"Egypt","EG2005DHS",3.2,"Total","Total",4.3,4,13.5,2.6,2.7,1.5,31.7,12.1,15342
"Egypt","EG2005DHS",6.7,"Contraceptive method","Pill",7.1,9.5,18.4,5.2,1.1,2.3,50.2,16.7,3872
"Egypt","EG2005DHS",1.3,"Contraceptive method","IUD",3.3,0.9,8.7,0.2,0.5,0.3,15.2,5.3,7063
"Egypt","EG2005DHS",1.1,"Contraceptive method","Injectables",4.6,6.5,28.3,0.6,0.9,3.4,45.5,17.3,2463
"Egypt","EG2005DHS",0,"Contraceptive method","Implants",2,0,17.1,0.1,0,0,19.3,12.6,190
"Egypt","EG2005DHS",7.2,"Contraceptive method","Condom",4.4,3.6,2.8,13,2.6,4.3,37.9,20.2,222
"Egypt","EG2005DHS",8.1,"Contraceptive method","Other modern methods",0,24.2,7.2,10.3,0,0,49.8,11.7,116
"Egypt","EG2005DHS",5.1,"Contraceptive method","Other traditional methods",1.3,0,0.5,10,25.5,1.7,44.1,26.3,1416
"Egypt","EG2008DHS",2.9,"Total","Total",4.4,3.6,9.5,1.5,2.1,1.8,25.9,8.1,11041
"Egypt","EG2008DHS",6.2,"Contraceptive method","Pill",7.2,8.5,12.5,3.1,0.9,1.7,40,10.3,2936
"Egypt","EG2008DHS",0.9,"Contraceptive method","IUD",3.2,0.9,6.1,0,0.2,0.4,11.8,3.3,5021
"Egypt","EG2008DHS",0.9,"Contraceptive method","Injectables",5.2,5.7,21.1,0.9,0.4,2.5,36.8,11.9,1654
"Egypt","EG2008DHS",1.6,"Contraceptive method","Implants",2.7,1.8,18.6,0,0.8,0,25.5,9.3,128
"Egypt","EG2008DHS",8.2,"Contraceptive method","Condom",2.8,1.3,0,6.8,2.6,10.2,31.9,18,128
"Egypt","EG2008DHS",0,"Contraceptive method","Other modern methods",0,9.2,0,0,0,2.3,11.5,2.3,76
"Egypt","EG2008DHS",6.1,"Contraceptive method","Other traditional methods",0.9,0.4,0.5,4.7,20.1,7.4,40.2,19.4,1099
"Egypt","EG2014DHS",4.3,"Total","Total",6.4,5.4,10.7,2.1,0.9,0.4,30.1,8.1,15793
"Egypt","EG2014DHS",7.6,"Contraceptive method","Pill",8.7,9.7,11,3,1,0.7,41.5,8.9,6232
"Egypt","EG2014DHS",1.2,"Contraceptive method","IUD",4.3,1,7.5,0,0.1,0.1,14.3,4.6,5757
"Egypt","EG2014DHS",1.5,"Contraceptive method","Injectables",6.5,7.1,20.8,0.7,0.7,0.4,37.9,11.3,2589
"Egypt","EG2014DHS",0.9,"Contraceptive method","Implants",1.9,0.9,10.9,0,0,0,14.7,6.5,183
"Egypt","EG2014DHS",4.9,"Contraceptive method","Condom",8.3,0.2,2.8,9.5,1.2,5,31.9,16.6,111
"Egypt","EG2014DHS",0,"Contraceptive method","Other modern methods",11.8,0,7.1,0,0,0,18.9,1.4,129
"Egypt","EG2014DHS",12.6,"Contraceptive method","Other traditional methods",4.2,0.9,1,16.2,8.8,0.9,44.5,21.2,790
"Ethiopia","ET2005DHS",1.4,"Total","Total",10.3,3.3,14.5,2.7,4.5,5.3,42,12.1,2479
"Ethiopia","ET2005DHS",2.8,"Contraceptive method","Pill",11.6,4.6,25.6,4.2,5,7.7,61.4,21.9,721
"Ethiopia","ET2005DHS",0.3,"Contraceptive method","Injectables",9,2.7,11.7,1,4.6,4.5,33.7,7.5,1454
"Ethiopia","ET2005DHS",1.3,"Contraceptive method","Condom",9.5,10.3,2.5,2.9,6.4,9,41.9,13.6,74
"Ethiopia","ET2005DHS",5.4,"Contraceptive method","Periodic abstinence",18.9,0.5,1,7.3,3.6,2.6,39.2,7.3,123
"Ethiopia","ET2005DHS",0,"Contraceptive method","Other traditional methods",0,0,0,9.7,0,0,9.7,9.7,46
"Ethiopia","ET2016DHS",0.8,"Total","Total",10.8,4.7,7.4,4.2,4.8,2.8,35.3,5.8,6559
"Ethiopia","ET2016DHS",4.4,"Contraceptive method","Pill",12.1,8.7,13.8,17.7,9.3,4.1,70.1,24.2,536
"Ethiopia","ET2016DHS",0,"Contraceptive method","IUD",2,0,7,0.1,2.2,2.1,13.3,3.4,248
"Ethiopia","ET2016DHS",0.4,"Contraceptive method","Injectables",13.1,4.9,8.1,3.4,5.2,3.1,38.3,4.4,4365
"Ethiopia","ET2016DHS",0.3,"Contraceptive method","Implants",3.9,0.3,2.5,0.9,2,1,10.9,2.4,1136
"Ghana","GH2014DHS",4.2,"Total","Total",4.5,5.1,6.3,1,1.9,1.7,24.7,2.1,2960
"Ghana","GH2014DHS",6,"Contraceptive method","Pill",4.7,5.8,7.6,0.7,3.3,1.5,29.6,1.9,585
"Ghana","GH2014DHS",1.5,"Contraceptive method","Injectables",6,2.4,13.1,1.4,1.6,3,29.1,2.9,862
"Ghana","GH2014DHS",0.5,"Contraceptive method","Implants",0.7,0,4.9,0,0.7,0,6.9,1.5,369
"Ghana","GH2014DHS",1.7,"Contraceptive method","Condom",5.6,17.9,0.7,0.8,3.5,4.8,35.1,2.8,279
"Ghana","GH2014DHS",10.6,"Contraceptive method","Other modern methods",7.6,12.4,3.1,0,7.2,0,40.8,1.2,259
"Ghana","GH2014DHS",10.5,"Contraceptive method","Periodic abstinence",4.4,2.9,0,0.2,0.3,0.4,18.8,0.4,398
"Ghana","GH2014DHS",6.9,"Contraceptive method","Withdrawal",2.7,5.5,0,5,0,0.7,20.8,5,182
"Gambia","GM2013DHS",2,"Total","Total",7,1.9,7.1,1.9,2.9,5.5,28.3,4.6,946
"Gambia","GM2013DHS",2.2,"Contraceptive method","Pill",7,3.2,6.9,1.9,6.1,9.6,36.7,6.7,289
"Gambia","GM2013DHS",1.6,"Contraceptive method","Injectables",7,0.9,10.4,1.1,1.5,4.5,27.1,4,414
"Gambia","GM2013DHS",32.1,"Contraceptive method","Other modern methods",0,0,0,0,0,0,32.1,0,171
"Gambia","GM2013DHS",12.1,"Contraceptive method","Other traditional methods",4,0,0,0,0,3.3,19.4,0,73
"Gambia","GM2019DHS",1.4,"Total","Total",10.9,4.9,12.3,1.9,2.8,7.5,41.7,3.8,3122
"Gambia","GM2019DHS",1.9,"Contraceptive method","Pill",12.8,8.9,15.3,2.4,6.6,7.2,55.1,4.8,417
"Gambia","GM2019DHS",1,"Contraceptive method","Injectables",13.8,4.7,17.5,1.5,3.3,9.8,51.6,4.1,1464
"Gambia","GM2019DHS",0.1,"Contraceptive method","Implants",5.8,1.1,6.1,0.5,0.7,3.5,17.7,0.8,771
"Gambia","GM2019DHS",0,"Contraceptive method","Other modern methods",0,0,0,0,0,0,0,0,214
"Gambia","GM2019DHS",5.5,"Contraceptive method","Other traditional methods",12.3,1.7,0,2.2,0.4,4.9,27.1,1.5,257
"Guinea","GN2018DHS",0.7,"Total","Total",16.1,6.4,26.6,2.6,2.8,10.2,65.5,2.4,3077
"Guinea","GN2018DHS",1.3,"Contraceptive method","Pill",23.1,5.4,33,2.3,3.5,6.1,74.7,2.4,632
"Guinea","GN2018DHS",0,"Contraceptive method","IUD",9,7,66.2,0.5,0.2,0.9,83.8,2.5,275
"Guinea","GN2018DHS",0,"Contraceptive method","Injectables",13.9,4.2,42.6,1.8,1,2.7,66.2,1.2,566
"Guinea","GN2018DHS",0,"Contraceptive method","Implants",9.8,3.3,38.9,0.7,0,1.4,54.1,1.2,447
"Guinea","GN2018DHS",3,"Contraceptive method","Condom",15.8,10.3,0.3,4.4,3.6,24.1,61.5,3.6,356
"Guinea","GN2018DHS",0.4,"Contraceptive method","Lactational amenorrhea",19.8,5.4,0.4,4.5,7.1,22.6,60.1,2,586
"Guinea","GN2018DHS",0,"Contraceptive method","Other modern methods",0,0,0,0,0,0,0,0,98
"Guinea","GN2018DHS",0,"Contraceptive method","Other traditional methods",17.4,5.3,5.4,0,0,7.1,35.2,0,117
"Guatemala","GU1995DHS",6.3,"Total","Total",5.7,1,9.8,3.2,2.8,7.1,35.8,10.7,3032
"Guatemala","GU1995DHS",0.8,"Contraceptive method","Female sterilization",0,0,0,0,0,0,0.8,0,496
"Guatemala","GU1995DHS",5.3,"Contraceptive method","Pill",6.1,1,21.4,1.4,2.4,9.1,46.6,10.9,777
"Guatemala","GU1995DHS",0,"Contraceptive method","IUD",3.8,1.6,8.1,0,0.8,4.1,18.5,3.3,251
"Guatemala","GU1995DHS",2.5,"Contraceptive method","Injectables",4.2,2.1,19.7,4.6,4.8,18,56,32,373
"Guatemala","GU1995DHS",10.7,"Contraceptive method","Condom",8.3,1.3,5.6,7.5,8.2,9.1,50.6,15.5,418
"Guatemala","GU1995DHS",10.8,"Contraceptive method","Other modern methods",2.8,0,24.6,5.7,9.7,6.8,60.4,18.3,84
"Guatemala","GU1995DHS",14.4,"Contraceptive method","Periodic abstinence",11.5,1.2,0.6,2.8,0.7,4.7,35.8,3.3,471
"Guatemala","GU1995DHS",18,"Contraceptive method","Other traditional methods",0,0,0,0,17.3,0.5,35.8,17.3,162
"Guatemala","GU1999DHS",5.9,"Total","Total",6.6,1.6,15.4,5,2.4,5.5,42.3,14.9,2261
"Guatemala","GU1999DHS",0,"Contraceptive method","Female sterilization",0,0,0,0,0,0,0,0,320
"Guatemala","GU1999DHS",2.5,"Contraceptive method","Pill",8,1.4,28.1,2.6,0.7,8.1,51.4,11.8,523
"Guatemala","GU1999DHS",4,"Contraceptive method","Injectables",5.7,0.7,33,6.1,2.6,4,56,22.4,460
"Guatemala","GU1999DHS",2.2,"Contraceptive method","Condom",13.9,6.8,6.2,11.9,12,15.9,68.9,36.6,272
"Guatemala","GU1999DHS",5.4,"Contraceptive method","Other modern methods",0.4,4.1,48.7,0,4.5,5.2,68.4,49.6,169
"Guatemala","GU1999DHS",18.7,"Contraceptive method","Periodic abstinence",8.8,0.3,1.4,3.2,0.3,1,33.7,3.8,384
"Guatemala","GU1999DHS",5.3,"Contraceptive method","Other traditional methods",0,0,2,9.2,0.1,0,16.6,11.2,134
"Guatemala","GU2015DHS",4.4,"Total","Total",4.7,4.3,7.5,2.3,1.6,2,26.7,7.2,12907
"Guatemala","GU2015DHS",0,"Contraceptive method","Female sterilization",0,0,0,0,0,0,0.1,0,1547
"Guatemala","GU2015DHS",10.2,"Contraceptive method","Pill",6.8,4,14.4,1.7,2.7,2.3,42.1,11.6,1115
"Guatemala","GU2015DHS",0.9,"Contraceptive method","IUD",1.4,1.1,6.4,1.9,0,2.1,13.8,7.2,283
"Guatemala","GU2015DHS",2.7,"Contraceptive method","Injectables",4.7,3.1,13.2,0.9,2.4,1.3,28.2,7.7,5187
"Guatemala","GU2015DHS",0.6,"Contraceptive method","Implants",0.5,2.2,7.4,0.5,0,0,11.2,6.5,434
"Guatemala","GU2015DHS",4.2,"Contraceptive method","Condom",7.2,15.5,3.7,3.6,2.9,6.3,43.4,10,1431
"Guatemala","GU2015DHS",1.3,"Contraceptive method","Lactational amenorrhea",2.2,6.7,0,58.1,3.5,27.5,99.3,67.6,123
"Guatemala","GU2015DHS",0,"Contraceptive method","Other modern methods",9.8,0,3.3,2.3,19,2,36.5,25.3,106
"Guatemala","GU2015DHS",8.9,"Contraceptive method","Periodic abstinence",7.2,2.7,0.2,2.8,0.2,1,23,3.1,1299
"Guatemala","GU2015DHS",8.7,"Contraceptive method","Withdrawal",5.9,4,0.1,4.3,0.1,1.4,24.5,5.1,1365
"Honduras","HN2011DHS",3,"Total","Total",6.6,9.2,14.9,6,5.9,8.7,54.4,22.6,22017
"Honduras","HN2011DHS",0.2,"Contraceptive method","Female sterilization",0,0,0,0,0,0,0.2,0,1393
"Honduras","HN2011DHS",2.8,"Contraceptive method","Pill",9.3,10.2,21,2.8,10.4,4.5,61,21.6,4945
"Honduras","HN2011DHS",2.6,"Contraceptive method","IUD",1.5,0.4,17.5,0.5,1,2.1,25.6,13.7,1196
"Honduras","HN2011DHS",1.7,"Contraceptive method","Injectables",5.8,5.5,25.4,1,4.4,3.7,47.5,21.9,6498
"Honduras","HN2011DHS",1.4,"Contraceptive method","Condom",7.5,20.5,8.6,10.5,5.7,23.1,77.4,32.3,3579
"Honduras","HN2011DHS",17.6,"Contraceptive method","Other modern methods",4,0,0.9,10.9,6.6,21.8,61.8,33.6,165
"Honduras","HN2011DHS",9.2,"Contraceptive method","Periodic abstinence",8.3,5.3,0.3,14.3,7.5,7.9,52.6,20.6,1057
"Honduras","HN2011DHS",7.7,"Contraceptive method","Withdrawal",7.9,9.6,0.9,17.4,4.5,12.9,60.8,26,2788
"Honduras","HN2011DHS",2.5,"Contraceptive method","Other traditional methods",4.8,22.3,15.4,12.8,15.5,17.8,91.2,34.8,395
"India","IA2006DHS",3.2,"Total","Total",8,3.5,5,1.7,2.5,3.3,27.2,5.8,37467
"India","IA2006DHS",0.2,"Contraceptive method","Female sterilization",0,0,0,0,0,0,0.2,0,11166
"India","IA2006DHS",0,"Contraceptive method","Male sterilization",0,2.4,0,0,0,1.1,3.5,0,216
"India","IA2006DHS",2.6,"Contraceptive method","Pill",8.5,7.5,21.2,1.3,3.5,4.5,49.2,12,5904
"India","IA2006DHS",1,"Contraceptive method","IUD",2.7,0.4,12.8,0.6,1,1.4,19.8,5.3,2359
"India","IA2006DHS",5.1,"Contraceptive method","Injectables",10.9,1.1,21.1,2.2,5.3,7.9,53.5,23.2,174
"India","IA2006DHS",3.4,"Contraceptive method","Condom",14.9,6.5,2.9,2.5,7.1,7.4,44.8,9.4,7395
"India","IA2006DHS",0,"Contraceptive method","Other modern methods",0.3,14.7,0.2,0,4.6,1.2,21.1,3.4,29
"India","IA2006DHS",7.7,"Contraceptive method","Periodic abstinence",14.3,2.4,0.3,3.4,1.3,2.7,32.2,4.9,6727
"India","IA2006DHS",6.9,"Contraceptive method","Withdrawal",11.3,6.4,0.6,3.8,2.1,4,35.3,8.5,3156
"India","IA2006DHS",3.6,"Contraceptive method","Other traditional methods",2.1,2.3,3.1,0.7,1.2,14.8,27.8,1.6,340
"India","IA2015DHS",2.4,"Total","Total",9.3,4.7,3.7,2.1,4.1,6.3,32.6,4.8,167973
"India","IA2015DHS",0,"Contraceptive method","Female sterilization",0,0,0,0,0,0,0,0,44008
"India","IA2015DHS",0.6,"Contraceptive method","Male sterilization",3.9,2.8,1.7,3.6,3.5,4.8,20.9,5.8,447
"India","IA2015DHS",1.9,"Contraceptive method","Pill",11.3,5.1,11.2,2,4.6,5.8,41.9,5.1,29501
"India","IA2015DHS",1.2,"Contraceptive method","IUD",5.5,2.4,8.6,1.2,3.6,3.9,26.4,3.3,8980
"India","IA2015DHS",2.1,"Contraceptive method","Injectables",8.1,3.1,14.5,6.7,7.8,8.3,50.6,8.2,1402
"India","IA2015DHS",2.9,"Contraceptive method","Condom",14.9,6.9,3,2.2,6.5,10.8,47.2,5.4,42469
"India","IA2015DHS",2.7,"Contraceptive method","Female condom",13.5,2.3,20.3,0.7,9.4,17.5,66.5,7,309
"India","IA2015DHS",17.8,"Contraceptive method","Lactational amenorrhea",8,1.9,6.3,26.5,4.8,19.6,85,56.7,1007
"India","IA2015DHS",5,"Contraceptive method","Other modern methods",21.9,5.2,3.5,3.9,1.9,15.3,56.8,3.3,122
"India","IA2015DHS",4.9,"Contraceptive method","Periodic abstinence",13.4,6.8,1.2,3.8,5.3,8.1,43.5,7.1,22164
"India","IA2015DHS",4.6,"Contraceptive method","Withdrawal",13.6,9.4,1.6,4.1,6.1,10.3,49.8,9.7,17483
"India","IA2015DHS",2.4,"Contraceptive method","Other traditional methods",12.7,13.7,6.3,5.8,11.5,25.7,78.2,2,83
"Indonesia","ID1991DHS",2.6,"Total","Total",5.6,0.8,10.6,1.5,2.5,4,27.6,10.6,12913
"Indonesia","ID1991DHS",0,"Contraceptive method","Female sterilization",0,0,0,0,0,0,0,0,220
