"country","surveyid","xprg","group","grouplabel","xdes","xfrt","xsid","xwme","xmet","xoth","xany","xswh","denom","order","zzmodern","zztraditional","year","type","maxyear","nummethods","nummodern","numtraditional","Discontinuation","DiscontinuationNotInNeed","DiscontinuationFailure","DiscontinuationInNeed","MaleSterilization","FemaleSterilization","IUD","Implants","Injectables","Pill","Condom","FemaleCondom","LAM","EC","OtherModern","Rhythm","Withdrawal","OtherTraditional","continue","ifMaleSterilization","ifFemaleSterilization","ifIUD","ifImplants","ifInjectables","ifPill","ifCondom","ifFemaleCondom","ifLAM","ifEC","ifOtherModern","ifRhythm","ifWithdrawal","ifOtherTraditional","test","confirm"
"Brazil","BR1996DHS",4.7,"Contraceptive method","Injectables",4.5,1.6,27.4,1.1,4.5,19.9,63.7,33,368,5,1,0,1996,"DHS",1996,8,5,3,113,22.4,17.3,73.2,0,17.3,0,0,133.6,17.3,17.3,0,0,0,17.3,17.3,17.3,17.3,133.6,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,368,0
"Brazil","BR1996DHS",5.1,"Contraceptive method","Condom",3.7,8.8,3.6,13.6,8.2,17,60,34.4,1259,7,1,0,1996,"DHS",1996,8,5,3,322.3,157.4,64.2,100.7,0,61.9,0,0,61.9,61.9,503.6,0,0,0,61.9,61.9,61.9,61.9,503.6,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,1259,0
"Brazil","BR1996DHS",20.4,"Contraceptive method","Other modern methods",0,0,12.8,9.3,28.5,6.7,77.7,54.5,259,11,1,0,1996,"DHS",1996,8,5,3,60.1,0,52.8,7.3,0,20.2,0,0,20.2,20.2,20.2,0,0,0,57.8,20.2,20.2,20.2,57.8,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,259,0
"Brazil","BR1996DHS",17,"Contraceptive method","Periodic abstinence",2.9,2.2,1.5,16.8,1.4,15.3,57.1,31,604,12,0,1,1996,"DHS",1996,8,5,3,157.6,30.8,102.7,24.2,0,26.7,0,0,26.7,26.7,26.7,0,0,0,26.7,259.1,26.7,26.7,259.1,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,604,0
"Brazil","BR1996DHS",15.7,"Contraceptive method","Withdrawal",4.3,3.2,0.6,20.3,3.1,15,62.2,34.7,698,13,0,1,1996,"DHS",1996,8,5,3,191.9,52.4,109.6,30,0,34.6,0,0,34.6,34.6,34.6,0,0,0,34.6,34.6,263.8,34.6,263.8,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,698,0
"Brazil","BR1996DHS",5.8,"Contraceptive method","Other traditional methods",1.5,0.6,1.3,0.8,0.8,61.2,71.8,59.4,75,14,0,1,1996,"DHS",1996,8,5,3,9.3,1.6,4.3,3.4,0,6.4,0,0,6.4,6.4,6.4,0,0,0,6.4,6.4,6.4,21.1,21.1,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,75,0
"Burundi","BU2016DHS",3.2,"Contraceptive method","Pill",10.2,4.4,23.3,4.2,3.5,8.2,57.1,10.5,445,6,1,0,2016,"DHS",2016,8,6,2,207.4,65,14.2,128.2,0,0,6.7,6.7,6.7,190.9,6.7,0,0,0,6.7,6.7,6.7,0,190.9,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,445,0
"Burundi","BU2016DHS",1.5,"Contraceptive method","IUD",11.1,2.7,16.4,3.3,2.3,2.3,39.6,3.8,248,3,1,0,2016,"DHS",2016,8,6,2,88.8,34.2,3.7,50.8,0,0,149.8,1.3,1.3,1.3,1.3,0,0,0,1.3,1.3,1.3,0,149.8,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,248,0
"Burundi","BU2016DHS",0.7,"Contraceptive method","Injectables",10.8,3.1,21.7,2.7,1.9,5.7,46.7,4.9,2946,5,1,0,2016,"DHS",2016,8,6,2,1231.4,409.5,20.6,801.3,0,0,20.6,20.6,1570.2,20.6,20.6,0,0,0,20.6,20.6,20.6,0,1570.2,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,2946,0
"Burundi","BU2016DHS",0,"Contraceptive method","Implants",3.7,0.7,11.9,1.1,2.1,1.6,21.1,3.6,1222,4,1,0,2016,"DHS",2016,8,6,2,213.8,53.8,0,160.1,0,0,6.3,964.2,6.3,6.3,6.3,0,0,0,6.3,6.3,6.3,0,964.2,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,1222,0
"Burundi","BU2016DHS",1.9,"Contraceptive method","Condom",11,9.7,3.1,5.5,6.7,13.4,51.4,5.7,305,7,1,0,2016,"DHS",2016,8,6,2,139.4,63.1,5.8,70.5,0,0,2.5,2.5,2.5,2.5,148.2,0,0,0,2.5,2.5,2.5,0,148.2,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,305,0
"Burundi","BU2016DHS",0,"Contraceptive method","Other modern methods",0,0,0,0,0,0,0,0,218,11,1,0,2016,"DHS",2016,8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,0,0,0,218,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,218,0
"Burundi","BU2016DHS",10.9,"Contraceptive method","Periodic abstinence",10.2,1.1,0,0.8,3.7,4,30.7,0.5,376,12,0,1,2016,"DHS",2016,8,6,2,113.6,42.5,41,30.1,0,0,0.3,0.3,0.3,0.3,0.3,0,0,0,0.3,260.6,0.3,0,260.6,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,376,0
"Burundi","BU2016DHS",8.4,"Contraceptive method","Withdrawal",11.3,2.2,0,5.1,3.3,11.8,42.1,3.8,500,13,0,1,2016,"DHS",2016,8,6,2,191.5,67.5,42,82,0,0,2.7,2.7,2.7,2.7,2.7,0,0,0,2.7,2.7,289.5,0,289.5,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,500,0
"Colombia","CO2015DHS",0,"Contraceptive method","Female sterilization",0,0,0,0,0,0,0,0,3026,2,1,0,2015,"DHS",2015,12,9,3,0,0,0,0,0,3026,0,0,0,0,0,0,0,0,0,0,0,0,3026,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,3026,0
"Colombia","CO2015DHS",0,"Contraceptive method","Male sterilization",0,1.7,0,0,0,0.6,2.3,0.7,281,1,1,0,2015,"DHS",2015,12,9,3,4.5,4.8,0,-0.3,274.5,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0,0,0.2,0.2,0.2,0.2,274.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,281,0
"Colombia","CO2015DHS",5.3,"Contraceptive method","Pill",4.6,6.6,16.7,3.6,5.6,2,44.5,15.3,3775,6,1,0,2015,"DHS",2015,12,9,3,1102.3,422.8,200.1,479.4,52.5,52.5,52.5,52.5,52.5,2095.1,52.5,52.5,0,0,52.5,52.5,52.5,52.5,2095.1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,3775,0
"Colombia","CO2015DHS",2.8,"Contraceptive method","IUD",1.6,0.3,10.7,0.3,0.9,1.9,18.3,7.1,944,3,1,0,2015,"DHS",2015,12,9,3,105.7,17.9,26.4,61.4,6.1,6.1,771.2,6.1,6.1,6.1,6.1,6.1,0,0,6.1,6.1,6.1,6.1,771.2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,944,0
"Colombia","CO2015DHS",3.6,"Contraceptive method","Injectables",4,5.9,14.3,3.8,5.4,2,38.9,13.2,5595,5,1,0,2015,"DHS",2015,12,9,3,1437.9,553.9,201.4,682.6,67.1,67.1,67.1,67.1,3418.5,67.1,67.1,67.1,0,0,67.1,67.1,67.1,67.1,3418.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,5595,0
"Colombia","CO2015DHS",0.6,"Contraceptive method","Implants",0.5,0.3,5.5,0.2,0,0.3,7.6,3.1,1980,4,1,0,2015,"DHS",2015,12,9,3,89.1,15.8,11.9,61.4,5.6,5.6,5.6,1829.5,5.6,5.6,5.6,5.6,0,0,5.6,5.6,5.6,5.6,1829.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,1980,0
"Colombia","CO2015DHS",3.5,"Contraceptive method","Condom",4,18.7,1.8,13,5.1,5.1,51.3,18.3,4814,7,1,0,2015,"DHS",2015,12,9,3,1588.6,1092.8,168.5,327.4,80.1,80.1,80.1,80.1,80.1,80.1,2344.4,80.1,0,0,80.1,80.1,80.1,80.1,2344.4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,4814,0
"Colombia","CO2015DHS",6.8,"Contraceptive method","Lactational amenorrhea",0,6,1.9,37.3,5.2,11.3,68.4,45.1,134,9,1,0,2015,"DHS",2015,12,9,3,31.2,8,9.1,14.1,5.5,5.5,5.5,5.5,5.5,5.5,5.5,42.3,0,0,5.5,5.5,5.5,5.5,42.3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,134,0
"Colombia","CO2015DHS",2.4,"Contraceptive method","Other modern methods",1.8,3.3,24.2,14.6,8.6,5.6,60.4,39.9,3335,11,1,0,2015,"DHS",2015,12,9,3,683.7,170.1,80,433.5,121,121,121,121,121,121,121,121,0,0,1320.7,121,121,121,1320.7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,3335,0
"Colombia","CO2015DHS",14.2,"Contraceptive method","Periodic abstinence",6.4,5.1,2.2,7.5,0.7,0.7,36.8,9.9,623,12,0,1,2015,"DHS",2015,12,9,3,167.6,71.6,88.5,7.5,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,0,0,5.6,393.7,5.6,5.6,393.7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,623,0
"Colombia","CO2015DHS",10.8,"Contraceptive method","Withdrawal",2.4,12.7,0.3,15.1,0.6,1.9,43.7,16.4,1212,13,0,1,2015,"DHS",2015,12,9,3,330.9,183,130.9,17,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,0,0,18.1,18.1,682.4,18.1,682.4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,1212,0
"Colombia","CO2015DHS",11.9,"Contraceptive method","Other traditional methods",5.9,4,2.5,3.1,10.5,7.6,45.3,3.1,70,14,0,1,2015,"DHS",2015,12,9,3,29.5,6.9,8.3,14.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0,0,0.2,0.2,0.2,38.3,38.3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,70,0
"Dominican Republic","DR2002DHS",0,"Contraceptive method","Female sterilization",0,0,0,0,0,0,0,0,2527,2,1,0,2002,"DHS",2002,10,7,3,0,0,0,0,0,2527,0,0,0,0,0,0,0,0,0,0,0,0,2527,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2527,0
"Dominican Republic","DR2002DHS",6.9,"Contraceptive method","Pill",8.5,6.5,20.8,1.3,2.7,4.9,51.7,8.5,6781,6,1,0,2002,"DHS",2002,10,7,3,2929.4,1017.1,467.9,1444.4,0,64,64,0,64,3275.2,64,64,0,0,64,64,64,64,3275.2,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,6781,0
"Dominican Republic","DR2002DHS",2,"Contraceptive method","IUD",2,0.8,13.8,0.3,4,4.1,27.2,8.8,733,3,1,0,2002,"DHS",2002,10,7,3,134.9,20.5,14.7,99.7,0,7.2,533.6,0,7.2,7.2,7.2,7.2,0,0,7.2,7.2,7.2,7.2,533.6,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,733,0
"Dominican Republic","DR2002DHS",4.6,"Contraceptive method","Injectables",4.9,6.2,34.8,2.3,5.9,8.3,67,19.9,1150,5,1,0,2002,"DHS",2002,10,7,3,541.6,127.7,52.9,361.1,0,25.4,25.4,0,379.5,25.4,25.4,25.4,0,0,25.4,25.4,25.4,25.4,379.5,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,1150,0
"Dominican Republic","DR2002DHS",2.9,"Contraceptive method","Condom",5.9,16,2.3,8.9,11.4,20,67.4,26.7,1129,7,1,0,2002,"DHS",2002,10,7,3,459.5,247.3,32.7,179.5,0,33.5,33.5,0,33.5,33.5,368.1,33.5,0,0,33.5,33.5,33.5,33.5,368.1,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,1129,0
"Dominican Republic","DR2002DHS",6.1,"Contraceptive method","Lactational amenorrhea",0.7,0.4,3.2,14.8,15.1,49.8,90.2,50.7,471,9,1,0,2002,"DHS",2002,10,7,3,186,5.2,28.7,152.1,0,26.5,26.5,0,26.5,26.5,26.5,46.2,0,0,26.5,26.5,26.5,26.5,46.2,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,471,0
"Dominican Republic","DR2002DHS",23.5,"Contraceptive method","Other modern methods",0,23.6,2.6,5.8,10.4,14.6,80.4,19.1,206,11,1,0,2002,"DHS",2002,10,7,3,126.3,48.6,48.4,29.3,0,4.4,4.4,0,4.4,4.4,4.4,4.4,0,0,40.4,4.4,4.4,4.4,40.4,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,206,0
"Dominican Republic","DR2002DHS",18.7,"Contraceptive method","Periodic abstinence",9.8,5.6,0.6,11.9,3.4,4.5,54.4,16.3,854,12,0,1,2002,"DHS",2002,10,7,3,325.4,131.5,159.7,34.2,0,15.5,15.5,0,15.5,15.5,15.5,15.5,0,0,15.5,389.4,15.5,15.5,389.4,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,854,0
"Dominican Republic","DR2002DHS",12.7,"Contraceptive method","Withdrawal",7,8.7,0.5,17.5,7.2,11.1,64.7,26.7,1031,13,0,1,2002,"DHS",2002,10,7,3,391.8,161.9,130.9,99,0,30.6,30.6,0,30.6,30.6,30.6,30.6,0,0,30.6,30.6,363.9,30.6,363.9,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,1031,0
"Dominican Republic","DR2002DHS",6.7,"Contraceptive method","Other traditional methods",2.5,1.3,4.8,13.9,7.3,33.3,69.8,35.4,701,14,0,1,2002,"DHS",2002,10,7,3,241.1,26.6,47,167.5,0,27.6,27.6,0,27.6,27.6,27.6,27.6,0,0,27.6,27.6,27.6,211.7,211.7,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,701,0
"Egypt","EG2014DHS",7.6,"Contraceptive method","Pill",8.7,9.7,11,3,1,0.7,41.5,8.9,6232,6,1,0,2014,"DHS",2014,7,6,1,2031.6,1146.7,473.6,411.3,0,0,92.4,92.4,92.4,3645.7,92.4,0,0,0,92.4,0,0,92.4,3645.7,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,6232,0
"Egypt","EG2014DHS",1.2,"Contraceptive method","IUD",4.3,1,7.5,0,0.1,0.1,14.3,4.6,5757,3,1,0,2014,"DHS",2014,7,6,1,558.4,305.1,69.1,184.2,0,0,4933.7,44.1,44.1,44.1,44.1,0,0,0,44.1,0,0,44.1,4933.7,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,5757,0
"Egypt","EG2014DHS",1.5,"Contraceptive method","Injectables",6.5,7.1,20.8,0.7,0.7,0.4,37.9,11.3,2589,5,1,0,2014,"DHS",2014,7,6,1,688.7,352.1,38.8,297.7,0,0,48.8,48.8,1607.8,48.8,48.8,0,0,0,48.8,0,0,48.8,1607.8,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2589,0
"Egypt","EG2014DHS",0.9,"Contraceptive method","Implants",1.9,0.9,10.9,0,0,0,14.7,6.5,183,4,1,0,2014,"DHS",2014,7,6,1,15,5.1,1.6,8.2,0,0,2,156.1,2,2,2,0,0,0,2,0,0,2,156.1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,183,0
"Egypt","EG2014DHS",4.9,"Contraceptive method","Condom",8.3,0.2,2.8,9.5,1.2,5,31.9,16.6,111,7,1,0,2014,"DHS",2014,7,6,1,17,9.4,5.4,2.1,0,0,3.1,3.1,3.1,3.1,75.6,0,0,0,3.1,0,0,3.1,75.6,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,111,0
"Egypt","EG2014DHS",0,"Contraceptive method","Other modern methods",11.8,0,7.1,0,0,0,18.9,1.4,129,11,1,0,2014,"DHS",2014,7,6,1,22.6,15.2,0,7.4,0,0,0.3,0.3,0.3,0.3,0.3,0,0,0,104.6,0,0,0.3,104.6,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,129,0
"Egypt","EG2014DHS",12.6,"Contraceptive method","Other traditional methods",4.2,0.9,1,16.2,8.8,0.9,44.5,21.2,790,14,0,1,2014,"DHS",2014,7,6,1,184.1,40.3,99.5,44.2,0,0,27.9,27.9,27.9,27.9,27.9,0,0,0,27.9,0,0,438.4,438.4,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,790,0
"Ethiopia","ET2016DHS",4.4,"Contraceptive method","Pill",12.1,8.7,13.8,17.7,9.3,4.1,70.1,24.2,536,6,1,0,2016,"DHS",2016,4,4,0,246,111.5,23.6,111,0,0,43.2,43.2,43.2,160.3,0,0,0,0,0,0,0,0,160.3,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,536,0
"Ethiopia","ET2016DHS",0,"Contraceptive method","IUD",2,0,7,0.1,2.2,2.1,13.3,3.4,248,3,1,0,2016,"DHS",2016,4,4,0,24.6,5,0,19.6,0,0,215,2.8,2.8,2.8,0,0,0,0,0,0,0,0,215,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,248,0
"Ethiopia","ET2016DHS",0.4,"Contraceptive method","Injectables",13.1,4.9,8.1,3.4,5.2,3.1,38.3,4.4,4365,5,1,0,2016,"DHS",2016,4,4,0,1479.7,785.7,17.5,676.6,0,0,64,64,2693.2,64,0,0,0,0,0,0,0,0,2693.2,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4365,0
"Ethiopia","ET2016DHS",0.3,"Contraceptive method","Implants",3.9,0.3,2.5,0.9,2,1,10.9,2.4,1136,4,1,0,2016,"DHS",2016,4,4,0,96.6,47.7,3.4,45.4,0,0,9.1,1012.2,9.1,9.1,0,0,0,0,0,0,0,0,1012.2,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1136,0
"Ghana","GH2014DHS",6,"Contraceptive method","Pill",4.7,5.8,7.6,0.7,3.3,1.5,29.6,1.9,585,6,1,0,2014,"DHS",2014,7,5,2,162,61.4,35.1,65.5,0,0,0,1.9,1.9,411.8,1.9,0,0,0,1.9,1.9,1.9,0,411.8,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,585,0
"Ghana","GH2014DHS",1.5,"Contraceptive method","Injectables",6,2.4,13.1,1.4,1.6,3,29.1,2.9,862,5,1,0,2014,"DHS",2014,7,5,2,225.8,72.4,12.9,140.5,0,0,0,4.2,611.2,4.2,4.2,0,0,0,4.2,4.2,4.2,0,611.2,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,862,0
"Ghana","GH2014DHS",0.5,"Contraceptive method","Implants",0.7,0,4.9,0,0.7,0,6.9,1.5,369,4,1,0,2014,"DHS",2014,7,5,2,19.9,2.6,1.8,15.5,0,0,0,343.5,0.9,0.9,0.9,0,0,0,0.9,0.9,0.9,0,343.5,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,369,0
"Ghana","GH2014DHS",1.7,"Contraceptive method","Condom",5.6,17.9,0.7,0.8,3.5,4.8,35.1,2.8,279,7,1,0,2014,"DHS",2014,7,5,2,90.1,65.6,4.7,19.8,0,0,0,1.3,1.3,1.3,181.1,0,0,0,1.3,1.3,1.3,0,181.1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,279,0
"Ghana","GH2014DHS",10.6,"Contraceptive method","Other modern methods",7.6,12.4,3.1,0,7.2,0,40.8,1.2,259,11,1,0,2014,"DHS",2014,7,5,2,102.6,51.8,27.5,23.3,0,0,0,0.5,0.5,0.5,0.5,0,0,0,153.3,0.5,0.5,0,153.3,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,259,0
"Ghana","GH2014DHS",10.5,"Contraceptive method","Periodic abstinence",4.4,2.9,0,0.2,0.3,0.4,18.8,0.4,398,12,0,1,2014,"DHS",2014,7,5,2,73.2,29.1,41.8,2.4,0,0,0,0.3,0.3,0.3,0.3,0,0,0,0.3,323.2,0.3,0,323.2,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,398,0
"Ghana","GH2014DHS",6.9,"Contraceptive method","Withdrawal",2.7,5.5,0,5,0,0.7,20.8,5,182,13,0,1,2014,"DHS",2014,7,5,2,28.8,14.9,12.6,1.3,0,0,0,1.5,1.5,1.5,1.5,0,0,0,1.5,1.5,144.1,0,144.1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,182,0
"Gambia","GM2013DHS",2.2,"Contraceptive method","Pill",7,3.2,6.9,1.9,6.1,9.6,36.7,6.7,289,6,1,0,2013,"DHS",2013,4,3,1,86.7,29.5,6.4,50.9,0,0,0,0,6.5,182.9,0,0,0,0,6.5,0,0,6.5,182.9,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,289,0
"Gambia","GM2013DHS",1.6,"Contraceptive method","Injectables",7,0.9,10.4,1.1,1.5,4.5,27.1,4,414,5,1,0,2013,"DHS",2013,4,3,1,95.6,32.7,6.6,56.3,0,0,0,0,301.8,5.5,0,0,0,0,5.5,0,0,5.5,301.8,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,414,0
"Gambia","GM2013DHS",32.1,"Contraceptive method","Other modern methods",0,0,0,0,0,0,32.1,0,171,11,1,0,2013,"DHS",2013,4,3,1,54.9,0,54.9,0,0,0,0,0,0,0,0,0,0,0,116.1,0,0,0,116.1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,171,0
"Gambia","GM2013DHS",12.1,"Contraceptive method","Other traditional methods",4,0,0,0,0,3.3,19.4,0,73,14,0,1,2013,"DHS",2013,4,3,1,14.2,2.9,8.8,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,58.8,58.8,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,73,0
"Guatemala","GU2015DHS",0,"Contraceptive method","Female sterilization",0,0,0,0,0,0,0.1,0,1547,2,1,0,2015,"DHS",2015,10,8,2,1.5,0,0,1.5,0,1545.5,0,0,0,0,0,0,0,0,0,0,0,0,1545.5,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,1547,0
"Guatemala","GU2015DHS",10.2,"Contraceptive method","Pill",6.8,4,14.4,1.7,2.7,2.3,42.1,11.6,1115,6,1,0,2015,"DHS",2015,10,8,2,340.1,120.4,113.7,105.9,0,14.4,14.4,14.4,14.4,645.6,14.4,14.4,0,0,14.4,14.4,14.4,0,645.6,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,1115,0
"Guatemala","GU2015DHS",0.9,"Contraceptive method","IUD",1.4,1.1,6.4,1.9,0,2.1,13.8,7.2,283,3,1,0,2015,"DHS",2015,10,8,2,18.7,7.1,2.5,9.1,0,2.3,243.9,2.3,2.3,2.3,2.3,2.3,0,0,2.3,2.3,2.3,0,243.9,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,283,0
